timestamp,stockfish_difficulty,games_played,ai_wins,stockfish_wins,draws,skipped,ai_win_rate,draw_rate
2025-04-21 02:26:49,1,50,1,41,8,0,0.02,0.16
2025-04-21 03:48:24,3,50,1,39,10,0,0.02,0.20
2025-04-21 05:01:49,5,50,2,41,7,0,0.04,0.14
2025-04-21 05:58:04,10,50,1,44,5,0,0.02,0.10
