timestamp,stockfish_difficulty,games_played,ai_wins,stockfish_wins,draws,skipped,ai_win_rate,draw_rate
2025-04-18 19:01:46,1,50,3,37,10,0,0.06,0.20
2025-04-18 20:25:07,3,50,2,38,10,0,0.04,0.20
2025-04-18 21:32:34,5,50,2,42,6,0,0.04,0.12
2025-04-18 22:43:38,10,50,1,42,7,0,0.02,0.14
